session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,baseline_variant,variant_id,variant_label,metric_name,metric_value_baseline,metric_value_variant,delta_variant_minus_baseline,paired_n
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,observation_age_p50_ms,42.7104500013229,216.68085000055726,173.97039999923436,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,observation_age_p95_ms,99.12914499582257,278.16668000014033,179.03753500431776,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,smoothing_delay_p50_ms,42.7104500013229,216.68085000055726,173.97039999923436,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,smoothing_delay_p95_ms,99.12914499582257,278.16668000014033,179.03753500431776,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,visual_perception_hz,9.663731208708738,9.663731208708738,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,render_hz,62.43472068828459,62.43472068828459,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,reference_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,display_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,output_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,translation_error_mm_median,11.956629905299106,3.6882125673198463,-8.26841733797926,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,translation_error_mm_iqr,14.334379627869684,0.3770583064071391,-13.957321321462544,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,translation_error_mm_p95,33.59964860583734,6.460055436376794,-27.139593169460543,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,rotation_error_deg_median,3.1718854842668307,2.8870613702715966,-0.2848241139952341,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,rotation_error_deg_iqr,2.3902568905497277,0.29263750974056313,-2.0976193808091645,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,rotation_error_deg_p95,7.828571963432489,3.5033518798188186,-4.3252200836136705,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,candidate_arrival_p50_ms,166.71949999727076,166.63929999776883,-0.08019999950192869,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,candidate_arrival_p95_ms,208.5782800000743,208.485220001603,-0.09305999847128987,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,candidate_processing_p50_ms,74.98919999971986,74.98919999971986,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,candidate_processing_p95_ms,86.4023799970746,86.4023799970746,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,EgoAnchor,EgoAnchor,observation_age_p50_ms,42.7104500013229,216.67094999793335,173.96049999661045,1
