session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,candidate_count,render_tick_count,candidate_arrival_p50_ms,candidate_arrival_p95_ms,candidate_processing_p50_ms,candidate_processing_p95_ms,observation_age_p50_ms,observation_age_p95_ms,smoothing_delay_p50_ms,smoothing_delay_p95_ms,visual_perception_hz,render_hz
20260717_203749_controller_right,exp1_system_characterization,start_stop_6dof,trial_001,event_005,exp1_system_characterization/start_stop_6dof,One-Euro Anchor,One-Euro Anchor,131,847,167.49870000057854,215.74120000150288,72.93910000473261,82.27605000138283,220.42969999893103,278.7139699961699,220.42969999893103,278.7139699961699,9.883683039834546,63.72462525531658
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,309,1817,167.0735500047158,208.11205000245536,71.33709999918938,86.31781999990343,43.67760000604903,98.77750000014203,43.67760000604903,98.77750000014203,11.884567006502087,69.26664115320777
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,309,1817,167.1066000017163,208.35052499751328,71.33709999918938,86.31781999990343,216.9720000019879,277.67578000202775,216.9720000019879,277.67578000202775,11.884567006502087,69.26664115320777
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,309,1817,166.98275000453577,208.03177499874437,71.33709999918938,86.31781999990343,216.9995000003837,277.6738499997009,285.0363552570343,841.5738850013439,11.884567006502087,69.26664115320777
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,309,1817,167.13385000184644,208.37557499908144,71.33709999918938,86.31781999990343,216.9727000000421,277.67644000268774,216.9727000000421,277.67644000268774,11.884567006502087,69.26664115320777
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_001,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,23,162,166.46079999918584,192.70533000089924,75.62139999866486,86.64606000110507,48.6421999958111,98.64542499963133,48.6421999958111,98.64542499963133,9.554302224107369,68.40925287394393
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_001,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,23,162,166.49470000265865,192.73578000575068,75.62139999866486,86.64606000110507,215.80505000019912,265.52990000309364,215.80505000019912,265.52990000309364,9.554302224107369,68.40925287394393
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_001,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,23,162,166.37590000027558,192.61902000507686,75.62139999866486,86.64606000110507,215.79625000231317,265.5204450034944,277.1952748298645,279.33284640312195,9.554302224107369,68.40925287394393
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_001,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,23,162,166.52299999987008,192.76441000110933,75.62139999866486,86.64606000110507,215.80584999901475,265.53069000219693,215.80584999901475,265.53069000219693,9.554302224107369,68.40925287394393
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,15,112,167.31119999894872,185.92101999893202,75.92130000516772,94.96227000057696,42.73085000022547,105.01967000127479,42.73085000022547,105.01967000127479,9.38986721993069,70.46564076299538
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,15,112,167.34810000343714,185.95783000127994,75.92130000516772,94.96227000057696,216.2375499974587,265.10524499935855,216.2375499974587,265.10524499935855,9.38986721993069,70.46564076299538
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,15,112,167.21810000308324,185.83460000227205,75.92130000516772,94.96227000057696,216.22819999902276,265.09630500077037,279.86182272434235,284.1997802257538,9.38986721993069,70.46564076299538
